Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Gestionnaire point de vente,LA FONDA,Commercial / Vente,Tout le Maroc,"experience confirmee en gestion de point de vente (idealement alimentaire / retail) forte capacite manageriale et sens du leadership maitrise des operations (stock, caisse, hygiene, organisation) sens du commerce et orientation resultats rigueur, autonomie et sens des responsabilites capacite a travailler sous pression et a gerer des equipes terrain poste base a casablanca/rabat/tanger/fes/marrakech merci denvoyer votre candidature par emailavec la reference : gestpv-01","confirmee en gestion de point de vente (idealement alimentaire / retail) forte capacite manageriale et sens du leadership maitrise des operations (stock, caisse, hygiene, organisation) sens du commerce et orientation resultats rigueur, autonomie et sens des responsabilites capacite a travailler sous pression et a gerer des equipes terrain poste base a casablanca/rabat/tanger/fes/marrakech merci denvoyer votre candidature par emailavec la reference : gestpv-01",CDI,28 Apr-18:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367216/Gestionnaire-Point-de-vente.html
Boucher(e),LA FONDA,Autre,Tout le Maroc,"experience en boucherie souhaitee maitrise des techniques de base de decoupe rigueur, discipline et sens du detail capacite a travailler en equipe sens des responsabilites et respect des normes horaires de travail de 08h a 21h00 ( 8h par jour ) poste base a casablanca/rabat/tanger/fes/marrakech merci denvoyer par emailavec la reference : bouch-01","en boucherie souhaitee maitrise des techniques de base de decoupe rigueur, discipline et sens du detail capacite a travailler en equipe sens des responsabilites et respect des normes horaires de travail de 08h a 21h00 ( 8h par jour ) poste base a casablanca/rabat/tanger/fes/marrakech merci denvoyer par emailavec la reference : bouch-01",Interim,28 Apr-18:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367213/Boucher(e).html
Caissier(e),LA FONDA,Autre,Tout le Maroc,"experience en caisse et en relation client souhaitee sens du service, excellent relationnel rigueur, fiabilite et honnetete irreprochable gerer son stress presentation soignee et attitude professionnelle poste base a : casablanca/rabat/tanger/fes/marrakech candidature a envoyer par email avec la reference : cais-01","en caisse et en relation client souhaitee sens du service, excellent relationnel rigueur, fiabilite et honnetete irreprochable gerer son stress presentation soignee et attitude professionnelle poste base a : casablanca/rabat/tanger/fes/marrakech candidature a envoyer par email avec la reference : cais-01",Interim,28 Apr-18:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367210/Caissier(e).html
Responsable marketing & développement site web,OUSSAAD NEGOCE,Marketing / Communication / Publicité / Rp,Casablanca,"(souhaitees) creation/optimisation landing pages gestion tracking (pixel, conversion, evenements) gestion cms et integration notions ux/ui (parcours, wireframes simples, a/b tests si possible)","utilisateur (ux/ui) et la performance (vitesse, accessibilite) assurer le suivi via analytics (kpi, conversion, comportement utilisateurs) pilotage & coordination travailler avec les equipes internes et/ou prestataires (design, dev, agence, graphisme) gerer le planning, les priorites et les livrables maintenir la documentation et les bonnes pratiques (tracking, deploiements, versions)",CDI,28 Apr-18:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366434/Responsable-Marketing-et-Développement-Site-Web.html
Commercial grands comptes b2b,OUSSAAD NEGOCE,Commercial / Vente,Casablanca,"experience confirmee en b2b grands comptes autonomie et reelle capacite a gerer un cycle de vente jusquau closing excellente communication, negociation et orientation resultats maitrise des outils commerciaux (crm, reporting) critere obligatoire (tres important) la candidate doit disposer de son propre portefeuille client actif (grands comptes / comptes strategiques).","confirmee en b2b grands comptes autonomie et reelle capacite a gerer un cycle de vente jusquau closing excellente communication, negociation et orientation resultats maitrise des outils commerciaux (crm, reporting) critere obligatoire (tres important) la candidate doit disposer de son propre portefeuille client actif (grands comptes / comptes strategiques).",CDI,28 Apr-18:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366430/COMMERCIAL-GRANDS-COMPTES-B2B.html
Chargée de réservation & relation client,DIAMONDS BLUE AUTO,Automobile,Casablanca,en prospection btob / btoc. * permis b apprecie. conditions : * horaires fixes : 10h a 19h * disponibilite ponctuelle hors horaires selon besoins.,de 1 a 3 ans minimum sur un poste similaire souhaitee.,CDI,28 Apr-18:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367973/Chargée-de-Réservation-et-Relation-Client.html
Electricien specialise en autocars,,Transport / Achat / Logistique,Tetouan,,dans un poste similaire (autocars ou poids lourds) -maitrise des systemes electriques et electroniques,,28 Apr-18:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364518/ELECTRICIEN-SPECIALISE-EN-AUTOCARS.html
Chauffeur autocar (permis d),,Transport / Achat / Logistique,Tout le Maroc,,souhaitee (minimum 2 ans ) - bonne connaissance du reseau routier,,28 Apr-18:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10364511/CHAUFFEUR-AUTOCAR-(Permis-D).html
Pharmacie demande stagiaire,pharmacie,Biologie / Chimie / Pharmaceutique,Agadir,,"36 ans pour un stage pe embauche remunere a 3000 dh/moi, quelle soit residente a hay salam , bensergao ou al wifak 0637879834",Stage,28 Apr-18:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367188/pharmacie-demande-stagiaire.html
Acheteur senoir( f),,Transport / Achat / Logistique,Kénitra,,"minimale de 5 ans, pour",CDI,28 Apr-18:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361592/Acheteur-senoir(-f).html
Recrutement commerciale – showroom Éclairage amali,AMALIGHT,Commercial / Vente,Casablanca,"-femme serieuse, motivee et dynamique -bon sens du relationnel et de la communication -presentation soignee -habitant de preference a proximite de oulfa / casablanca",,A discuter,28 Apr-18:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361459/Recrutement-Commerciale-–-Showroom-Éclairage-Amali.html
Assistante commerciale / polyvalente / admission,école privé,Accueil / Secrétariat / Administration,Casablanca,,professionnelle dau moins 2 ans dans un poste similaire. merci denvoyer votre cv en precisant clairement en objet le poste pour lequel vous postulez.,A discuter,28 Apr-17:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366415/Assistante-commerciale-polyvalente-admission.html
Agent commercial call center,Gastro,Commercial / Vente,Marrakech,,,CDI,28 Apr-17:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365279/Agent-commercial-call-center.html
technicien support it sur tanger,sendatrack,Autre,Tanger,,dans un post support (minimum 2 an).,A discuter,28 Apr-17:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361580/TECHNICIEN-SUPPORT-IT-SUR-TANGER.html
Manager h/f - mohammedia,McDonald's Maroc,Tourisme / Hôtellerie / Restauration,Mohammedia,"comportementales, manageriales et operationnelles, il pourra evoluer vers le poste de 1er assistant apres avoir rempli les criteres pour passer le conseil de nomination et decrocher eventuellement le poste de directeur de restaurant une fois ses","en management, relation client, vente, etc...est souhaitable , bonne maitrise de la relation client animation d'equipe pratique professionnelle de la langue francaise.",CDI,28 Apr-17:47,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362348/Manager-HF-Mohammedia.html
Technicien maintenance,Gastro,Maintenance / Entretien,Marrakech,,,CDI,28 Apr-17:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365283/Technicien-maintenance.html
Préparateur de commandes à had soualem,Confidentiel,Transport / Achat / Logistique,Casablanca,"experience souhaitee en preparation de commandes ou en logistique rigueur, rapidite et sens de lorganisation capacite a travailler en equipe et a gerer la cadence residence a had soualem ou a proximite souhaitee","souhaitee en preparation de commandes ou en logistique rigueur, rapidite et sens de lorganisation capacite a travailler en equipe et a gerer la cadence residence a had soualem ou a proximite souhaitee",A discuter,28 Apr-17:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371214/Préparateur-de-commandes-à-had-soualem.html
Coordinateur de maintenance (parc auto) - tanger,Confidentiel,Transport / Achat / Logistique,Tanger,"bac+2/3 bts experience en maintenance automobile, idealement sur parc auto. bon relationnel pour gerer les interactions avec clients et prestataires. organisation, rigueur et capacite a gerer plusieurs taches simultanement. sens de linitiative et esprit dequipe","en maintenance automobile, idealement sur parc auto. bon relationnel pour gerer les interactions avec clients et prestataires. organisation, rigueur et capacite a gerer plusieurs taches simultanement. sens de linitiative et esprit dequipe",CDI,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371213/Coordinateur-de-Maintenance-(parc-auto)-Tanger.html
Contrôleur à tit melil,Confidentiel,Transport / Achat / Logistique,Casablanca,niveau detudes : bac + 2 ou plus.,,A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371210/Contrôleur-à-Tit-melil.html
Inventoriste à casablanca,Confidentiel,Transport / Achat / Logistique,Casablanca,"bac+2 (logistique, gestion, ou equivalent) experience souhaitee dans un poste similaire maitrise des outils informatiques sens de lorganisation, rigueur et precision","souhaitee dans un poste similaire maitrise des outils informatiques sens de lorganisation, rigueur et precision",A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371209/Inventoriste-à-Casablanca.html
Cariste avec permis caces à tit melil,Confidentiel,Transport / Achat / Logistique,Casablanca,,,A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371208/Cariste-avec-permis-CACES-à-Tit-melil.html
Agents de maintenance climatisation / frigoriste,Confidentiel,Maintenance / Entretien,Casablanca,"formation en electricite, plomberie ou climatisation (niveau technicien ou equivalent). une premiere experience en maintenance est souhaitable. sens de lorganisation, reactivite et esprit dequipe. capacite a intervenir rapidement en cas de panne.","en maintenance est souhaitable. sens de lorganisation, reactivite et esprit dequipe. capacite a intervenir rapidement en cas de panne.",CDI,28 Apr-17:35,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371207/Agents-de-maintenance-climatisation-frigoriste.html
Offre d’emploi – opérateur de saisie (transit & do,T.O.A.T,Transport / Achat / Logistique,Casablanca,"minimum 2 ans dexperience dans un poste similaire (transit/douane) maitrise obligatoire du systeme badr maitrise du systeme portnet bonne connaissance des procedures douanieres marocaines rigueur, organisation et sens des responsabilites capacite a travailler sous pression - nous offrons un environnement professionnel dynamique une evolution au sein dune structure reconnue dans le secteur du transit poste base a casablanca candidature merci denvoyer votre cv via ce site marocannonces (en precisant en objet : candidature operateur de saisie)","dans un poste similaire (transit/douane) maitrise obligatoire du systeme badr maitrise du systeme portnet bonne connaissance des procedures douanieres marocaines rigueur, organisation et sens des responsabilites capacite a travailler sous pression - nous offrons un environnement professionnel dynamique une evolution au sein dune structure reconnue dans le secteur du transit poste base a casablanca candidature merci denvoyer votre cv via ce site marocannonces (en precisant en objet : candidature operateur de saisie)",CDI,28 Apr-17:31,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371204/Offre-d’emploi-–-Opérateur-de-saisie-(Transit-et-Do.html
Vendeur (se) / caissier (e),INTERNATIONAL DUTTY FREE SHOPS,Commercial / Vente,Fès,,,Anapec,28 Apr-17:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370376/Vendeur-(se)-caissier-(e).html
Nous recherchons une assistante commerciale,Zeltra,Commercial / Vente,Marrakech,en communication et en relations interpersonnelles *les langue francaise et anglaises (tres importantes) (lire ecrire et parler) - la maitrise bien les outils informatiques. - preparation des devis et des situations des clients. - suivis paiement avec clients. - des,,CDI,28 Apr-17:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370374/Nous-recherchons-une-Assistante-Commerciale.html
Inventoriste,INVOLYS,Informatique / Multimédia / Internet,Casablanca,,souhaitable en inventaire physique des immobilisations - disponibilite immediate type de,CDI,28 Apr-17:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370371/Inventoriste.html
Chauffeur,INTERNATIONAL DUTTY FREE SHOPS,Commercial / Vente,Tanger,,au niveau de la conduite du transport de personnelles et ayant un permis d. n'hesitez pas de nous envoyer votre candidature,Anapec,28 Apr-17:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370368/CHAUFFEUR.html
Community manager,J'AIME ARDI,Marketing / Communication / Publicité / Rp,Berrechid,"maitrise de la suite adobe (photoshop, illustrator, indesign) bonne connaissance des reseaux sociaux et des tendances digitales creativite, sens du detail et reactivite gerer et animer les reseaux sociaux (facebook, instagram...)",,CDI,28 Apr-17:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363244/Community-Manager.html
